Review_title,Date,Body,Star_rating,Comments
Good quality,Reviewed in India 🇮🇳 on 27 October 2022,"This watch meets all of my expectations. As someone who likes to regular monitor my blood pressure, I really like that feature. I was looking for a watch that would make it easy to change music when I'm mowing, this watch provides that option and more. The battery life is great and my family finds I'm more accessible because I recieve notifications on my watch and respond back more quickly. If you're shopping for a smart watch, this is a solid bet.",5,1
Good product  this price,Reviewed in India 🇮🇳 on 4 September 2022,I like this product valuable price,4,1
Speak was good but mic was not working,Reviewed in India 🇮🇳 on 8 October 2022,Mic was not working other wise watch was good,3,0
Awesome,Reviewed in India 🇮🇳 on 31 October 2022,"I love this watch! It monitors my sleep, heart rate, exercise, stress level, and more. I use it to track my bike rides in real-time, and it gives adequate readings. I know some people say it's not that accurate, but I feel it give a consistent base line for keeping tract of some important information over time. Can't believe it dose all it dose for such a reasonable price.",5,1
This price product is good👍 but battery no good 👎😩😤,Reviewed in India 🇮🇳 on 4 October 2022,This price product is good👍 but battery no good 👎😩😤,3,0
Good,Reviewed in India 🇮🇳 on 8 October 2022,Battery life weak overall okay not bad,3,0
Product kharab hai na le,Reviewed in India 🇮🇳 on 15 October 2022,"The media could not be loaded.
                



 बैट्री लाइफ 1 डे 2डे रहेगा",3,0
Best Experience,Reviewed in India 🇮🇳 on 29 October 2022,"I've owned Garmin and 3 Fitbit watches. The fitbits break on me in a couple of years. I decided to give this watch a shot. It looks good, measurements are accurate, and the app is great and easy to use. I was skeptical ordering it initially but figured what the heck. I've had this watch for a couple of days now and it is awesome. Exactly as advertised.",5,1
Nice watch ⌚,Reviewed in India 🇮🇳 on 8 September 2022,Nice watch but Battery life is not that good⌚,4,1
Battery backup -very poor,Reviewed in India 🇮🇳 on 6 October 2022,Battery backup- very poor,3,0
Touch is very bad,Reviewed in India 🇮🇳 on 11 October 2022,Improve in touch quality,3,0
Perfect smart watch,Reviewed in India 🇮🇳 on 25 October 2022,This is my first smart watch. I first ordered the fitbit and found that it did not have blood pressure feature and that was 1 of the main reasons I wanted it. I researched and found this one and was glad because it saved me a bunch of money it is 1/3 the price of the fitbit and does everything it did. It helps me keep on track on my fitness goals. I have been enjoying it more than I thought I would.,5,1
Super,Reviewed in India 🇮🇳 on 14 September 2022,Super,4,1
Boat wave call watch,Reviewed in India 🇮🇳 on 27 September 2022,Good but the quality of strap is not nice and built quality also not  nice,3,1
Heart rate,Reviewed in India 🇮🇳 on 30 September 2022,It is always showing out heart rate is 72,3,0
Best product ...i like it very good smart watch in this range 😍😍,Reviewed in India 🇮🇳 on 28 August 2022,Best product in this price. @ 1799,4,1
Value for money and best quality,Reviewed in India 🇮🇳 on 31 October 2022,"This is a smart watch of the best quality, its design also looks cool than any other smart watch ! Calling is also working great, its battery backup is giving fine, regular use will last 6 - 7 days the way I am using ! I found it best to buy at this price.",5,1
Perfect gift 🎁,Reviewed in India 🇮🇳 on 27 October 2022,I gifted this boat calling watch to my sister on diwali. Order this watch on Diwali sale and received watch after 3 day's and it's really amazing 😍🤩. My sister liked this watch. Features and quality of watch is just amazing. There are many features in the watch and boat application was also good. Connectivity with the phone is also good 👍Perfect for gift 🎁,5,1
Osam,Reviewed in India 🇮🇳 on 10 September 2022,"The media could not be loaded.
                



 Osam smart watch",4,1
Must buy,Reviewed in India 🇮🇳 on 20 October 2022,Don't see others review see my review it is so comfortable for use touch display sound is in premium quality and so so good nice there is no words to describe the Watch that much good watch boat thank you so much watch is fully premium quality worth buying there is other nice words undescribal watch super watch calling system is very clear and good and dial pad is also very nice everyone must buy.,5,1
Worth for price,Reviewed in India 🇮🇳 on 23 September 2022,Battery life is poor when connected with bluetooth. Without Bluetooth it will shows high battery life.Heart beat shows wrong.,3,0
Great features,Reviewed in India 🇮🇳 on 30 October 2022,This has a much better screen and battery life than other smart watches I have used for a similar price. The app works great. Sleep tracking works great and has been very useful for my health. The other fitness features have been great too. The band is comfortable and looks to be long-lasting. Very happy I got this.,5,1
Sound control didn't working,Reviewed in India 🇮🇳 on 11 September 2022,"The media could not be loaded.
                



 Sound control didn't working",4,0
Cool and Stylish smartwatch,Reviewed in India 🇮🇳 on 31 October 2022,Using this smartwatch from 3-4 days now and i am very impressed with this product. The battery backup is so good. The look of this watch is very stylish. The brand itself assure you about the quality of the product. Fit is also very good as anyone can wear this smartwatch. I will rate this watch 10/10.,5,1
Worth buying,Reviewed in India 🇮🇳 on 28 August 2022,Best Bluetooth watch under 2k i got better experience with this product,4,1
Valu for mani 1799 only,Reviewed in India 🇮🇳 on 3 October 2022,Music player not working,3,0
Very good quality,Reviewed in India 🇮🇳 on 28 October 2022,"Watch is pretty good in this price. This is my first smart watch and I am very satisfied with it. Easy to use and easy to connect. Never disconnect in calls, just one tap connect. Working Good as expected,Good Display Visibility,Smooth Touch Screen, this watch is really comfortable to wear and fitness tracking is also accurate, worth buying.",5,1
Battery life not good  1 day not working,Reviewed in India 🇮🇳 on 10 October 2022,"The media could not be loaded.
                



 No fevcher  battery backup warest",3,0
Excellent,Reviewed in India 🇮🇳 on 25 October 2022,I bought this smartwatch for my teenage son! He asked for something that would track his workouts at school and it does that and more. He also loves the text and call feature that displays the information from his phone. The battery life exceeds our expectations for the price but it turns out to be a great purchase. We recommend this watch over the more expensive smart watches.,5,1
Okay thank,Reviewed in India 🇮🇳 on 6 October 2022,"The media could not be loaded.
                



 Okay 1700",3,0
Call function,Reviewed in India 🇮🇳 on 29 August 2022,Nice product but disconnect while on call,4,0
I have delivered used watch in the package,Reviewed in India 🇮🇳 on 21 September 2022,"Battery is good, and touch is good, accuracy is very bad..",3,0
Smart watch ⌚,Reviewed in India 🇮🇳 on 3 September 2022,Fine product,4,1
Good but screen is not so smooth,Reviewed in India 🇮🇳 on 10 October 2022,The media could not be loaded.,3,0
Good product in this proce range,Reviewed in India 🇮🇳 on 31 August 2022,Good product,4,1
Boat wave call,Reviewed in India 🇮🇳 on 26 September 2022,"The media could not be loaded.
                



 Sabse ghatiya watch ⌚ hai ye boat ka paise faltu ka west chala gya",3,0
Touch is so smooth and worth it product,Reviewed in India 🇮🇳 on 30 October 2022,"Touch is really really awesome, watch belt's quality is also best and its colour looks as it is in photo , App connectivity is too good ..... you can call and can hear crystal clear sound and musics too.Battery doesn't drains quickly .Just loved this watch...",5,1
Vary good product,Reviewed in India 🇮🇳 on 31 October 2022,I just received my boat wave watch. It is fantastic like other boat products I own. I ❤️the larger screen and it was very easy to pair with my Samsung Galaxy. It arrived promptly (four days before the scheduled time). I am rocking it this weekend.,5,1
Battery is not up to mark,Reviewed in India 🇮🇳 on 29 July 2022,I am writing review after using one week this watch .I have purchased this in time of launch it in July and observing battering is draining too fast when use Bluetooth call . everyday charging is big concern in smart watch also i felt Bluetooth connectivity is too complex .Pros:1.Speaker and Calling functionality2.Stylish watch3.lees weight4.Big Size5.Software is basicCons :1.Battery backup is not good2.Touch is also not good .3.Watch Faces not have good option.,3,0
Boat wave call,Reviewed in India 🇮🇳 on 26 September 2022,Product not support samsung j2 pro,3,0
New perfect working smartwatch for me,Reviewed in India 🇮🇳 on 30 October 2022,This watch not only looks good but works very well. The integration between the app and the watch is seamless. The selection of watch faces is awesome. There are a couple of faces that allow you to select shortcuts for the watch apps you use most often.,5,1
Totally satisfied with this product.,Reviewed in India 🇮🇳 on 31 October 2022,"The watch has interactive features which can be set up to remind the users to stay hydrated. It also allows users to keep track of their blood pressure, heart rate, and oxygen. I use these features daily. I am very happy with my purchase.",5,1
about BT calling using watch,Reviewed in India 🇮🇳 on 1 August 2022,To enable BT calling from your watch you will have to connect a BT called call BT and then you can make call with the watch. But it will start acting as a speaker of your phone. Now suppose you are watching YT video so audio won't come out of your phone it will come out of watch. I am using iphone 12 and I really don't want to use it as a speaker but at the same time I want to make call with the watch too. Can anyone help me?,3,0
Amazing smart watch,Reviewed in India 🇮🇳 on 23 October 2022,"This watch has an ultra slim body which is light weight and gives a permium look. The seemless body and build quality is fantastic. Talking about it's features, the call feature works decently and the mic and speaker quality is enhanced. Other features including Heart rate, Blood oxygen level, sleep monitor also works properly. I got quite good impressions after wearing this. Loved it.",5,1
Good watch at affordable price.,Reviewed in India 🇮🇳 on 2 August 2022,"Using it for a week now, and experience is positive. It has features like calling and playing audio via watch. Only problem I found was, watch doesn't always display time after twisting of wrist i.e. need to manually click button to check time.",4,1
Awesome experience,Reviewed in India 🇮🇳 on 26 October 2022,This is a great smart watch and such a great deal on the price ! I am done buying expensive Apple stuff when there is so many other great products on the market ! This is the best purchase I have made in a long time !,5,1
Super impressed!,Reviewed in India 🇮🇳 on 27 October 2022,"Super impressed with this, paired it easily to my phone, the app was easy to install and the watch is easy to navigate. i was also pleasantly surprised that the watch was at 100% charge out of the box. Highly recommend for the price.",5,1
"Software glitch, time updation problem",Reviewed in India 🇮🇳 on 24 August 2022,Battery life is good but connectivity issue....wake up screen not working properly.... music control or camera control not working properly....i don't know why is happening m a boat ⛵ customer since 2018....i have lots of product from it....but this watch disappointed me....🥺😞,3,0
Here are the best smartwatch available for Android,Reviewed in India 🇮🇳 on 21 October 2022,"The best smartwatches do more than let you know if you're getting a call or text message on your wrist. They're everything in one: a fitness tracker for counting your steps, a digital wallet and in some cases, it can act as a phone, even if your smartphone is nowhere nearby.",5,1
Classy budget product,Reviewed in India 🇮🇳 on 31 October 2022,"It was a good deal though... I liked everything in this smartwatch...Quality of smartwatch is very good, the display,clarity of screen, strap is too nice. & crown is very nice...",5,1
Dr sahab,Reviewed in India 🇮🇳 on 18 August 2022,Mujhe sabse achha lga calling system lekin battery backup nahi hai or charge bhi bahut late se hoti hai,4,1
Boat is rock,Reviewed in India 🇮🇳 on 28 October 2022,This is another great product from boAt. It is easy to set up and very use of friendly. It also has great accuracy. Wonderful features including sleep tracking which is very useful. The battery life has so far been excellent.,5,1
Smart watch realy smart work,Reviewed in India 🇮🇳 on 27 October 2022,"Very good watch for the price, the features such as heart rate, blood oxygen and sleep tracking seemed to be pretty accurate. Super battery life, I charged it once and used it for several days before it needed charged again.",5,1
Good,Reviewed in India 🇮🇳 on 30 October 2022,"Very helpful watch, I really recommend this product, very friendly seller staff. Very courteous. Thank you very much.app is amazing,bllod pressure,heart rate, thermometer, and oxygen level, measuring,all you need in one touch.",5,1
What an amazing piece!,Reviewed in India 🇮🇳 on 27 October 2022,"It got super amazing display. All of its features works fine. It got running , swimmin, exercising etc measurements. The strap size is good and adjustable for all size. I loved bluetooth calling the most. I am super happy to buy it.",5,1
Amazing Watch,Reviewed in India 🇮🇳 on 29 October 2022,This watch linked well with my Iphone & all the features synced without any problems. Nice touch being able to change the face when you feel like it. Looks good & works well.,5,1
Classic,Reviewed in India 🇮🇳 on 27 October 2022,"Superb quality , very smooth touch with high brightness level no problem In outdoor , I love his speaker sound it's a great  , very slick design 👌Calling function work very niceI'm totally satisfied to buy this smart watchThankyou Amazon!!!",5,1
"Looks nice.good battery life.”,has nice display. .",Reviewed in India 🇮🇳 on 27 October 2022,"I see the reviews before buying and search more than one month finally purchased this in big billion days sale. After buying I can say that, with no doubt you can go for it just awesome loved the display.",5,1
Best Classic,Reviewed in India 🇮🇳 on 24 October 2022,Really have brought this watch random while using with such a great experience with overLook! 10/10Battery backup 09/10Touch smooth 09/10Stelliness metal upper part that make the matt look 10/10Connecting the way you enjoy 10/10Cool in your buget to over all good fitted for it 😄,5,1
This watch is awesome,Reviewed in India 🇮🇳 on 28 October 2022,"I love this smart watch and wear it everyday. The strap is durable and soft, and the face is the perfect size. The price is very reasonable, and I would highly recommend it.",5,1
Nice,Reviewed in India 🇮🇳 on 28 October 2022,The battery life is amazing!! lasts a good 7-10 days depending on use. I really only use steps & sleep tracking. Easy to use & set up. I get text messages & phone alerts,5,1
Awsome,Reviewed in India 🇮🇳 on 26 October 2022,This watch is a budget watch that provides pretty much the same functionalities like the branded one at a much cheaper price. The battery life is good and the call functionality is great allowing you to answer call directly on your watch,5,1
Worth it,Reviewed in India 🇮🇳 on 30 October 2022,"Product is as per the description.Product is good and comfortable wear for someone.Value for money, Bluetooth range is for 10 mts exact beyond which you calling drops.",5,1
Impressive 👍,Reviewed in India 🇮🇳 on 28 October 2022,Look wise awesome. I have compared O2 and heartbeat level with oxymeter and got pretty close reading so sensors are descent. Battery backup is also good and calling feature is cherry on top. Love this watch.,5,1
Watch,Reviewed in India 🇮🇳 on 31 October 2022,Finally received a good one 😍😍 . Actually I’m worried about watch . At least its good one ☝️ . I recommend this watch to buy 😌😉😉,5,1
Niceeeee product,Reviewed in India 🇮🇳 on 31 October 2022,Love the watch & the seller is excellent & buying experience is a plus. It was a pleasure doing business with you. Thank you for the watch........,5,1
Expected more from boat,Reviewed in India 🇮🇳 on 27 July 2022,"I have used for 3 days and write review .Pros : Build material, Touch sensitivity, sports mode working fine, mic and speaker good, camera control, no connectivity issues.Cons :1.worst battery backup-max 2 days if connected.2.Notification like sms,WhatsApp were getting only sound but not displayed in the watch notification.3.Sometimes calls were not connecting and also making noise - but not oftenCan anyone help to see WhatsApp messages in smartwatch notification?",3,0
Simply Awesome,Reviewed in India 🇮🇳 on 26 October 2022,"Very nice product from BOAT. Call function Awesome & Loud Speaker Mode Clean Loudly. Display, Battery performance are good and 150+ cloud watch faces really fantastic. Connectivity very fast, love this product in this better Price😊😊.",5,1
Brilliant,Reviewed in India 🇮🇳 on 30 October 2022,"I liked it alot from the first day when I received, it work better than other smartwatch that are available in Market at same price also having lot more features.",5,1
Screen very sensetive,Reviewed in India 🇮🇳 on 11 September 2022,Did not like screen,3,0
Amazing,Reviewed in India 🇮🇳 on 30 October 2022,"I'm very happy with the watch.it has all the features,the touch screen is super smooth. And the colour is just awesome. Battery backup Is best.love this watch.",5,1
Product is good,Reviewed in India 🇮🇳 on 27 September 2022,The media could not be loaded.,3,0
Magnificent smart watch in this price.,Reviewed in India 🇮🇳 on 1 August 2022,Very good bluetooth calling watch. Display also very nice. No problem even in direct sunlight.  Very good talking experience.  In this price magnificent smart watch.,4,1
Best smartwatch ever,Reviewed in India 🇮🇳 on 25 October 2022,"A wrist watch is the best thing for good personality and this smartwatch is the best choice in this category and the calling feature of this watch makes it more awesome , it's battery life is also good",5,1
Good one,Reviewed in India 🇮🇳 on 23 October 2022,"First of all, it's has calling features in such a low price, and the sound quality is also superb, now I don't have to worry about the missed call, I can receive calls even when m driving or cooking or anything. Its metal body makes it more beautiful.",5,1
Good.,Reviewed in India 🇮🇳 on 14 August 2022,Good looking and battery 3 days battery backup.,4,1
Totally recommended,Reviewed in India 🇮🇳 on 27 October 2022,"It does everything that I need. Keeps up with my pace, my activity throughout the day. Screen is nice and bright. And face size is just right not to big and not to small.",5,1
Good quality product,Reviewed in India 🇮🇳 on 30 October 2022,"Watch has a lot of helpful features, Its price is reasonable and durable, Excellent customer service too if you need help, Overall this watch is highly recommended 👌🏻",5,1
Budget friendly with calling feature,Reviewed in India 🇮🇳 on 19 October 2022,This is a great watch in this range. I paid only 1799 during the prime day sale whereas the MRP on the box was 7990. The touch and UI is very smooth and the best part is it also has calling feature which is great. The speaker of the watch is also very clear.,5,1
Fabulous,Reviewed in India 🇮🇳 on 28 October 2022,"I love it I wanted to time my sleeping and it works perfectly , I see how I sleep at night how long I sleep ...work great battery life lasts a long time",5,1
Works!,Reviewed in India 🇮🇳 on 3 September 2022,The strap quality could have been better. It's got stay on hand to be useful..features are normal and accurate matches other brands..,3,0
Awesome smartwatch,Reviewed in India 🇮🇳 on 25 October 2022,Worth the prize I am satisfied with it the app also working smoothly the quality of the product is very nice no issues I have been using this watch for 3days now.,5,1
Awesome Product,Reviewed in India 🇮🇳 on 22 October 2022,"Build quality of the product with touch sensitivity is really good. I am expecting great features of this watch as well. Looks and design is stunning for my purchase of blue colour. Exercise, sleep and heart rate tracking are some of the great features of this watch.",5,1
smarty watch for a reason!,Reviewed in India 🇮🇳 on 25 October 2022,I really think its all in one. Great smartwatch at the fraction of the price of a Apple Watch. This watch offers great features and does quite a bit for the price point. Love it and the battery life is also amazing.,5,1
Nice and cool watch,Reviewed in India 🇮🇳 on 28 July 2022,Watch is really nice and cool...buy on prime day sale. But i return due to battery drain Perticular while using calling function BT calling.Function are good but blood pressure option not available.Overall if you agree to little bit drain of battery problem (bt calling we can use 3 days and without calling 5 days battery backup)then it's surely very good choice if its under 2k.,3,0
Good Watch this Price Range,Reviewed in India 🇮🇳 on 26 October 2022,"This is best Bluetooth calling smart watch. It has more than 150 watch faces. It's come with IP68 rating so it is dust ans water resistant. It has verious sports mode like walking, running, basketball, football, yoga, swimming etc.",5,1
Value for money,Reviewed in India 🇮🇳 on 27 October 2022,"I enjoyed this product for one reason, the Apple Watch is too expensive but this is a cheaper alternative and works just as well I use it for my daily runs to track my miles",5,1
Smooth refresh rate and touch response,Reviewed in India 🇮🇳 on 23 October 2022,"The UI of the watch is perfect and very user friendly , the accuracy of the sensors are good . Audio and call quality is perfect . Planning to order another one for myself . Good to buy",5,1
Osm product,Reviewed in India 🇮🇳 on 12 August 2022,Value for moneyNice calling smartwach this bought,4,1
Fabulous watch,Reviewed in India 🇮🇳 on 27 October 2022,"This watch does everything an Apple Watch would at a fraction of the cost. I really cannot say anything bad about it. You can receive texts, WhatsApp notifications, make and receive calls.",5,1
LOOKING SIMPLE & SUPERB,Reviewed in India 🇮🇳 on 28 October 2022,Love the watch & the seller is excellent & buying experience is a plus. It was a pleasure doing business with you. Thank you for the watch,5,1
totally worth It,Reviewed in India 🇮🇳 on 30 October 2022,"worth the money . Bought myself one, my son checked it out . He has one now too. we are very pleased.",5,1
A good product,Reviewed in India 🇮🇳 on 27 October 2022,This is a pretty cool watch you have to keep in mind what you're paying for and what to expect for the price... this is a great watch,5,1
Great watch in such price,Reviewed in India 🇮🇳 on 30 October 2022,"It's an amazing watch in such price range, loved the color, Battery charging was fast,touch sensitivity is good. Looking good on wrist.",5,1
Best smartwatch at good price,Reviewed in India 🇮🇳 on 26 October 2022,On usage so far1. Voice calling 📞 is fantastic comes handy when you are driving . Speaker also lound and clear2. Battery 🔋 is good3. Display is good4. Strudy design5. Synching is smooth,5,1
Good Smartwatch with Calling Feature,Reviewed in India 🇮🇳 on 25 October 2022,"This smart watch is great. I love that it is a fitness tracker, has a built-in speaker and is water resistant. I also love that it has a dial pad on it. It is a great fitness tracker and a smart watch in one.",5,1
ALL FEATURES WORKING FINE AND ACCURATE,Reviewed in India 🇮🇳 on 29 October 2022,"THIS BOAT SMARTWATCH HAVE BEST QUALITY PRODUCT.I LOVE IT THE MOST THIS SMARTWATCHALL TOUCH SCREEN,DISPLAY,SENSORS WORKING FINE AND ACCURATE.BEST SMART WATCH EVER.",5,1
Fabulous smartwatch 😍,Reviewed in India 🇮🇳 on 26 October 2022,This smartwatch is awesome and came with allmost all the features necessary. Inbuilt quality is also good and touch is like butter. Microphone work properly and speaker sound is clear. Value for money product.,5,1
Looking awesome,Reviewed in India 🇮🇳 on 28 October 2022,"""I’m really impressed with this watch. Nice looking, battery last for days without needing to be recharge and have a bunch of others features.Great buy, love it.""",5,1
Worth buying,Reviewed in India 🇮🇳 on 25 October 2022,It's a nice watch with deep blue straps looks quite cool. It's lightweight and slim. The touch is good and speaker is loud. The call option is really good. Great display at this price range. Go for it without a doubt.,5,1
Review on watch,Reviewed in India 🇮🇳 on 26 July 2022,I purchased this watch today it's was one day delivery. And I got it on discount. watch is very nice and sturdy giving a apple watch look. it's worth it. it's actually a smart watch,4,1
Nice one model with calling function,Reviewed in India 🇮🇳 on 26 October 2022,"Why pay so much for a name brand watch when this watch does everything that a Apple Watch does. I get txt, calls, steps, BP, EKG……etc love this watch",5,1
Astonishing,Reviewed in India 🇮🇳 on 25 October 2022,"This smartwatch is really smart. It shows accurate readings of your heart rate, blood oxygen level.I cross-checked it with the instrument I have. Overall I am very satisfied. Recommended.",5,1
Worth for money,Reviewed in India 🇮🇳 on 26 July 2022,"1)Brightness is high2) Battery is good3) touch screen are fast moving with no lag4) speaker is loud and clear ,mic is good4)overall worth for moneyReview after 1day",4,1
Best Smart Watch with in the Budget Price,Reviewed in India 🇮🇳 on 28 October 2022,"From being able to change watch faces, to sleep functions to receiving readable msgs, to keeping track of oxygen and heart beat its a really fun watch to own...",5,1
Superb,Reviewed in India 🇮🇳 on 25 October 2022,The product built quality is really superb. And touch quality is really very smooth. And it also have a good battery quality. And it also have a reasonable price and its value for money.,5,1
Good at this price range,Reviewed in India 🇮🇳 on 29 October 2022,i have use this watch from last 3-4 days its realy good bulid qulity in this range and  watch look is awsome,5,1
Good Experience,Reviewed in India 🇮🇳 on 29 October 2022,Love this watch hooks up easily to my phone and can make and receive call and text messages with the touch will make a great gift,5,1
Nice watch,Reviewed in India 🇮🇳 on 31 October 2022,"Mobile app is easy to use, battery works for more than 2 days ,,,,perfect for my use.",5,1
Best watch,Reviewed in India 🇮🇳 on 31 October 2022,One of the Best watch used so far. Very Convenient to use and feature rich. Worth the Money,5,1
Very good model,Reviewed in India 🇮🇳 on 30 October 2022,I like this watch because packing is nice and warrenty card also given for this watch it was very super,5,1
Good quality,Reviewed in India 🇮🇳 on 29 October 2022,"I purchased this for the sleep monitor, blood pressure and heart rate capability. I like the bright display, easy to read.",5,1
Nice product,Reviewed in India 🇮🇳 on 29 October 2022,I like that has the step counter and can keep track of your heart rate. And can notify me of text messages.,5,1
I love this  beautiful watch,Reviewed in India 🇮🇳 on 20 August 2022,"The media could not be loaded.
                



 I purchased blue one! It’s now so beautiful when  I install 22 mm stainless steel strap ❤️",4,1
Awesome,Reviewed in India 🇮🇳 on 28 October 2022,This was just what my wife had been looking for. does a great job tracking vitals and her sleep patterns. She loves it!,5,1
Goof digital watch,Reviewed in India 🇮🇳 on 28 October 2022,"Super impressed with this, paired it easily to my phone, the app was easy to install and the watch is easy to navigate.",5,1
Not satisfy with battery's performance,Reviewed in India 🇮🇳 on 6 September 2022,,3,0
Good product,Reviewed in India 🇮🇳 on 3 September 2022,,3,0
Amazing Product,Reviewed in India 🇮🇳 on 30 October 2022,"Excellent watch, one of the best smart watch I used so far. Worth of money.",5,1
Good phone,Reviewed in India 🇮🇳 on 3 August 2022,"Phone is very good only issue is its does not have BP monitor, mensuration cycle. Overall nice phone",4,1
It's very good watch.....if you buy this i promise that it will be very helpfull for you : ),Reviewed in India 🇮🇳 on 11 October 2022,Hi everyone...here i want to say that its a very good product of boat if you buy this in less than 3thousand rupees it will be best deal.....so what are you waiting for order it..and yess it is very very very usefull for collage school and medical students....thank you and have a nyc one : ),5,1
Quite good,Reviewed in India 🇮🇳 on 31 October 2022,Pretty decent for the amount. Has all necessary functions and decent battery life. Calling quality is also quite good.,5,1
genuine,Reviewed in India 🇮🇳 on 22 August 2022,"1.Best calling enabled2.mic  is audible and clear3.display is fine and responsive4.Easy and fast , little bit lag6.Notification timing is too accurate",3,0
Battery is not up to mark,Reviewed in India 🇮🇳 on 18 August 2022,Good watch just not satisfied with battery life if u connect Bluetooth it doesn't give a single day full backup ....this bad is battery life.....not happy with the purchase,3,0
Worth it,Reviewed in India 🇮🇳 on 31 October 2022,This is a gift for someone who need to monitor his/her health.,5,1
Watch is smart and I am happy this watch,Reviewed in India 🇮🇳 on 28 October 2022,This is a good screen and battery back up is a good and I am happy this watch wave calling,5,1
Excellent,Reviewed in India 🇮🇳 on 29 October 2022,This smart watch is the best at keeping you on track and affordable. Love it,5,1
Amazing quality,Reviewed in India 🇮🇳 on 28 October 2022,Has the Same quality as an Apple Watch. Great Build Quality. Great fitness tracker. Battery lasts multiple days with one charge.,5,1
Fast charging,Reviewed in India 🇮🇳 on 24 October 2022,"I wanted a simple smart watch to give me time, count my steps, keep track of heart rate, have calling feature and document my workouts. This one did all of that well, at a low price.",5,1
For the money,Reviewed in India 🇮🇳 on 29 October 2022,"For the money !!! A great watch. Keeps good time, good battery life and measurements are pretty acurate.",5,1
Loved this watch,Reviewed in India 🇮🇳 on 30 October 2022,Bought this instead of a fitbit due to my working conditions. Its better than expected and use the blood pressure feature all the time.,5,1
Awesome smartwatch😘,Reviewed in India 🇮🇳 on 29 October 2022,Good battery life.....Good design.....Very good watch for blootooth calling.....Sports modes......I love this 😍😍,5,1
Most advanced watch in such an affordable price.,Reviewed in India 🇮🇳 on 25 October 2022,This watch got some serious skills. It is comfortable to wear. It connects easily and gives 99 percent accuracy. I liked the colour choices available. It is a perfect gift to give.,5,1
Battery Backup,Reviewed in India 🇮🇳 on 26 July 2022,1. Battery backup is not up to mark...it hardly last for 1.5 to 2 days2. No silent option available for incoming call3. touch is not that much responsive4. Songs name does not appear on display in music control feature.All other feature same as regular smart watches....consider above points which I observed before buying.,3,0
Amazingg,Reviewed in India 🇮🇳 on 31 October 2022,We took the black color one.Everything is good . Nice watch,5,1
